,index,tweet,target
343,343,SNS プロフィール 欄 〇〇 小 〇〇 中 〇〇 高 〇〇 大 New 書く やつ 過去 彼女 話 今 彼女 自慢 げ し 怒ら れ 挙句 小指 タンス 角 ぶつけ その 痛み 逆立ち し ちゃう,0
344,344,約 0 ヶ月 同じ 方向 装着 し い,0
345,345,スマートフォン 手 入れ 一週間 インキャ 高校生 午前 授業 終わり,0
346,346,昨日 ゆ うた インスタ 投稿 裏側,0
347,347,ひゅう がたん 後ろ姿 とゆ うた くん 立ち姿 ぴょん,0
348,348,オラギリ,0
349,349,花粉 無事 死亡,0
350,350,テラスハウス 社長 めっちゃ 面白い wwww 好き,0
351,351,おやすみ 世界 おやすみ 鈴本 さんご 卒業 おめでとう,0
352,352,いじら れ てる の かわいそう 言わ れ ちゃっ 僕 キャラ 完全 終了 する ん 笑わせ られる 人 い 笑わ れる 人 いる の チーム いい ところ 勝手 思っ 全員 ガンガン 秀逸 笑 とり いける の すごく いい 思う せっかく チーム やっ いる ちょっとした アクセント 的 文字数,0
353,353,今日の動画 コメント欄 俺 かわいそう 奴 みたい なっ て 草 そう 言わ れる 方 よっぽど きつい ん 今日の動画 編集 し 普通 いじら れ てる 自分 見 ケラケラ 笑っ て ん 過保護 コメント欄 すれ違い,0
354,354,賢者モード 僕 ダブル ドリブル し しまう みたい,0
355,355,今度 バスケ し オフ 欲しい,0
356,356,掌返し し て ダブル ドリブル 取ら れ ちゃう キザツイート 確か ダブル ドリブル はず,0
357,357,池見 くん 褒め言葉 完全 承認欲求 満たさ れ しまっ こと ここに 報告 し Twitter 活動 しばらく 自粛 しよ 思い 僕 けつ 毛 ボー ボー,0
358,358,僕 承認欲求 塊,0
359,359,バズる 思っ 滑り 散らし,0
360,360,0 年 前 比べ 鳩 反応 鈍く なっ 気 する の 僕,0
361,361,おはよう イエス 人生 パスワード 猪突猛進,0
362,362,結局 猪突猛進 し,0
363,363,よく 分から ツイート し しまっ,0
364,364,今年 たくさん お年玉 配っ 裏,0
365,365,我愛羅 なり 単位 欲しい,0
366,366,ワイ ギャップ 弱い ん ギャップ 言っ 鈴本 さん 伝説 思う ありがとう,0
367,367,どうしても,0
368,368,どう 名前 覚え 欲しかっ キモオタ 俺 わざと くしゃくしゃ 紙 作っ 簡易 的 すぎる ネームプレート 胸 下げ 握手会 参加 し い あの 頃 与え もらっ 勇気 つぎ 僕 繋ぐ 鈴本 さん 僕 勇気 与える 番 あなた 好き よう 生き ください 今 ありがとう 自意識過剰 草,0
369,369,行き,0
370,370,あ あ コラボ 楽しみ,0
371,371,齋藤飛鳥 さん 懺悔 し 本当に すいません,0
372,372,あ なん 失態 本当に 失礼 こと し しまっ 切腹 する,0
373,373,そう いえ 昨日 信号 変わら さ すぎ 眉間 シワ 寄せて 普通 ボタン 式 信号 赤面 し,0
374,374,受験 受験 いえ 試験 当日 斎藤 飛鳥 さん 失敗 し し 対し お前 人生 変わん 動画 見 興奮状態 まま 試験 受け 普通 落ち そんな 僕 0 年 君 なんとか 道 見つけ てる 大丈夫 落ち 受かっ どっち いい 気楽 行く ん 青学,0
375,375,頑張っ おおおおおお,0
376,376,ガチ オモロイ あれ,0
377,377,U-NEXT 課金 し お,0
378,378,見る,0
379,379,青 ブタ 動画 出し み 知ら 人 ただ エロ アニメ 思う この アニメ 感動 インキャ 男子 ロマン 詰まっ てる おすすめ 映画 ワイ 最後 泣い オフ会 語り み くる こと お勧め し あと ここ コメント欄 この アニメ いいよっ やつ あっ ぜひ 教え,0
380,380,新成人 方々 おめでとう,0
381,381,確か 詩人,0
382,382,なんか ナイター みたい ライト いい 感じ ナイター 滑っ 経験 一切 ない,0
383,383,スノボー し そんな 朝,0
384,384,雪 降っ てる 草,0
385,385,今年 ありがとう 明日 坊主 旅 前回 坊主 画像 これ なり,0
386,386,頑張れ ええええ,0
387,387,お茶目,0
388,388,ブレスル さん 職業 YouTuber Google 社員 言い換える 感じ 大好き これ 合コン 悲 モテ 不 回避 テロップ 最高 ふふふ ふん 今日の動画 もう少し 上がり しばし お待ち ください ごめんなさい,0
389,389,あ むぎ 全身 マッサージ 0時 間 テキスト 0分 どう,0
390,390,ゴマ スリスリ,0
391,391,あむ ぎりとまさおくんは 似 てる いい 意味 ギャップ すごい やる 時 やる 男 あむ ぎり 尊敬 かっ飛ばす ベイベ,0
392,392,この ツイート 返信 正解 でかし ゆうま,0
393,393,もこもこ もこもこ もこもこ もこもこ もこもこ,0
394,394,ぺよんぺよん,0
395,395,笑っ,0
396,396,ゆ うた 色 つき サングラス 借り わかっ こと 俺 鼻 口 曲がっ てる 草 ニキビ 爆弾 みたい 草,0
397,397,エマギリ,0
398,398,大阪 オフ会 ありがとう そん もっ 0 万人 突破 とても 良い 節目 これから 皆さん 動画 等 お 楽しみ 昨日 ぼんち ゃんとあむぎりと 三 人 狭い 風呂 入っ,0
399,399,はいはいはい すっごい 元気です 寒い 日 続き 体調 気 つけ 頑張っ ください,0
400,400,頑張っ てる 姿 推せる 墓 立ち そう 襤,0
401,401,これ 一切 関心 ない,0
402,402,テンガ オフィシャル Instagram 旅 する TENGA シリーズ 芸術 感じ あっぱれ,0
403,403,みんな いつも ありがとう,0
404,404,気づい 0 万 人 行っ て Twitter フォロワー さん 0 人 行っ て たぶん リスナー 皆さん 数字 鈍感 わーい 通過点 興味 ない みたい うまい 感じ 捉え ください,0
405,405,プードル 系 男子 ゆう ニーロ わしゃ わしゃ し しまい,0
406,406,ゆ うた お めめ,0
407,407,ぺろぺろ ちゅっ ちゅ,0
408,408,なんか テレビ 前 通っ 壇蜜 さん 刃 内 向けれ 人 傷つけ 自分 磨く の 言っ て いい こと 言う 思い ワイ 息子 暴走 し て 今日 編集 頑張ろ,0
409,409,坊主 し よかっ こと 自分 未来 像 見え こと,0
410,410,ゆう きゅん 満更 な さ そう こと し とこ,0
411,411,あむ ぎり 頭 揉ま れ てる,0
412,412,ひゅうが この プレゼント あげ 子 センス ある これ 矛盾 的 お洒落,0
413,413,ゆう たち くさい,0
414,414,冬やま もと あむ ぎりは 添い寝 フレンズ,0
415,415,あはは 負け 欄,0
416,416,こちら エフダンス YouTube ちょこっと 出 笑 良かっ み,0
417,417,食べ 意味 わから 味,0
418,418,カロリー ゼロ 飴 飴 なん ふぁ,0
419,419,この 企画 バズ っ 一番 嬉しい しれ 協力 よろしくお願いします 欄,0
420,420,この CM 働か サボ れ 言葉 好き 受験 期 時々 カラオケ 行く すごく 楽しい の 一緒 ある程度 忙しく サボっ 遊ん 時 あんま 楽しく ん 思う 僕 忙しい 日々 意外と 好き の つまり ドM ん,0
421,421,ゆう お 昼寝,0
422,422,0 0 人 ありがとう 年末 0 万 人 頑張る,0
423,423,この 時間 なぜ 投稿 し て 草,0
424,424,やっと 人間界 戻っ き 気 し 坊主 頃 ストレンジャーシングス ダスティン みたい キャラ 意識 し 次 どう し,0
425,425,み て 面白い,0
426,426,ツナ缶 みたい なっ うた,0
427,427,0 缶 読み,0
428,428,皆さん 広め 広め,0
429,429,またね 最高 ホロホロ し ちゃい,0
430,430,中指 みたい,0
431,431,ジャスミン茶 派 ゆう ぶりっこ 大阪 オフ会 取り 放題 金 買収 し,0
432,432,コメダ珈琲 すき ぴよ,0
433,433,ハロウィン 頑張っ メイク し いく もの AirPods 慣れ て 人 仮装 地味ハロウィン,0
434,434,編集 素材 かわい こぶっ てる つらい 萌,0
435,435,最近 夢 海外 旅行 行く 機内 うまい もの 食い 行く 道中 バンジージャンプ 飛ぶ 前 緊張 する 話 全部 導入 見れ 草,0
436,436,オタク やっ て 頃 これ 読ん しみじみ し て みす すさん すごい これ 読ん 妄 ツイ キモい 言え なる 世の中 偏見 損 し てる ぴと 多 すぎる,0
437,437,天気雨,0
438,438,つい おおおお 縛りあげ ちゃっ えええ ー,0
439,439,基本 0分 以上 バス 乗る 気持ち 悪く なる わかる ぴと,0
440,440,涙 溢れ 出る 陰部 なくし て,0
441,441,この 格好 弟 殺し屋 レオン 言っ 厨 二 病 草 言わ れ,0
442,442,何 マリーゴールド み なっ,0
443,443,福士蒼汰 ドラマ み てる 母ちゃん 顔 見比べ ため息 つか れ 草,0
444,444,ちゅ いん ちょ 腹立つ 顔 二人,0
445,445,神様 ありがとう,0
446,446,ファストフード 早食い 選手権 YouTube ユーチューバー マック 早食い うまい もん 食い 過ぎ 本編 こちら,0
447,447,ゆ うた この バンダナ 貸して 言っ お前 こめかみ 爆弾 抱え てる ヤダ 言わ れ,0
448,448,タバコ 祭り,0
449,449,ありがとう,0
450,450,最近 おでこ 剥げ きた かかわら YouTube 企画 坊主 なっ しまい 最近 ハゲ 露呈 し い 夜 眠れ サンコイチ さん 動画 勇気 元気 与え くださっ てる よう 僕 もし 当選 し 育毛 励み 若年 性 AGA 悩む みなさん 勇気 与え 思い ご 検討 お願い し,0
451,451,,0
452,452,会場 人 仲良く なっ すれ よかっ 今後 悔し てる みんな 悔い ない よう な!,0
453,453,僕たち 会い 来 人 一人 来 帰り 友達 作っ てる の 見る とても 嬉しく なる 好き こと 一緒 友達 最高 なん 轢,0
454,454,猿ロック,0
455,455,拝啓 キララ 様 日 キララ 様 美しい 写真 見る たび 心 温まり 血管 暴走 し しまいに 鼻 血 止まり 最近 頭 思い浮かべる 出 しまい 血 このまま 出欠 多量 命 危うい もし そう なっ 本望 の その 時 輸血 代 必要 いつも ありがとう,0
456,456,侍 しから 行動 し しまっ 刀 鞘 入れる の 同時に 気 抜い しまい 刀 拭き りし 紙 握りしめ まま カエル よう 体勢 天 仰ぎ 寝 しまっ 母上 よそ 異様 光景 もろ せ 電気 消し くれ ありがとう 俺 居合 斬り まだまだ 実家 侍,0
457,457,シンプル 一個 目 動画 楽しみ はやく みたい 僕 一緒 大 古参 パントキック さん フォロー し とく よろしくお願いします,0
458,458,コム ドット ゆうま 投稿動画 楽しみ TikTok T 台風 暇つぶし どうぞ,0
459,459,TikTok クソ 滑っ リスナー みんな 慈悲深い コメント 助け られ ありがとう,0
460,460,単身赴任 親父 よく コメント くれる,0
461,461,うち リーダー 高い プライド 捨て 明日花 様 媚び 売っ いる 珍しい ん 皆さん いいね リツイート 本気 あげ,0
462,462,ァァァァァァァァァァァァァァァ,0
463,463,靴下 カット し 欲しかっ,0
464,464,グッズ 情報 0 日 販売 し 僕 お揃いで プニペロ し,0
465,465,ツイッター 0 人 イェーイ 僕 クソツイ これから よろしく,0
466,466,昨日 オフ会 ありがとう コールアンドレスポンス 楽しかっ 襤 いつか ドーム コールアンドレスポンス し この 一年 変わっ こと 夢 素直 語れる よう なっ こと みんな いつも ありがとう,0
467,467,今日 オフ会 頑張ろ,0
468,468,ほーみーず 褒め られ 僕 ちゃん うれ ぴい,0
469,469,一周年 みんな ありがとう 俺 選ぶ 写真 これ 一周年 投稿,0
470,470,バブゥ,0
471,471,欲しい 欲しい 欲しい 欲しい 欲しい 欲しい 欲しい 欲しい,0
472,472,登録 し これ 確率 上がっ,0
473,473,行き たい人 いる ん マジで お願い し,0
474,474,ご おおおおお,0
475,475,ホジホジ,0
476,476,0分 終わる みんな 協力 お願い し 欄,0
477,477,俺 MacBook きょう きょう ベタベタ 触る ん 本当に 手伝っ くれ ありがとう,0
478,478,モラトリアム かけ離れ 生活 し いる 時々 モラトリアム 恋しく なる 毎日 モラトリアム つまらない 刺激的 充実 感 ある日 ありがとう 一切 おもろく この 時間 ツイート エロい,0
479,479,ごめん,0
480,480,みなさん おやすみなさい。 いい 夢 み ください P.S. 僕 超絶 胃下垂 滑り 寝 流行ら せよ ツイート し 滑っ ふて寝 しよう とんでも クソツイ 失礼 し,0
481,481,この 案 採用 する 形 取ら せ いただき 皆さん よろしくお願いします,0
482,482,どちら いき いく,0
483,483,これ 一切 バズ ら ない,0
484,484,夏の終わり 夜 少し 雨 降っ コンクリート 匂い ふわっと 広がる ちょっぴり 臭い なんだか 趣 ある 臭い 悪く きっと 服 生乾き そんな 趣 ある 臭い なんだろう きっと 悪く そう,0
485,485,ゆう プードル,0
486,486,,0
487,487,今日 TikTok 載せ 昨日 ほぼ 一緒 やり方 わから 許し,0
488,488,TikTok 始め よろしく TikTok,0
489,489,やまと よく 頬 赤らむ よう 動画 話 この 作品 嗜好 なっ 話す ん 昨日 やまと 演説 だいぶ 嗜好,0
490,490,,0
491,491,画像 拾い 絵,0
492,492,夏 終わり 星空 夜 吊るさ れ 揺れる,0
493,493,画像 拾い 絵,0
494,494,すいません バレ しまい 結構 拭き拭 きし とき,0
495,495,君 優勝,0
496,496,僕 何 歳 見える ん,0
497,497,坊主 飽き,0
498,498,いつも 見 てる,0
499,499,車 ロンウィズリー し まくっ たら 車 キー 隠さ れ 稼い 車 買う ない ん ご 頑張る,0
500,500,久々 お 酒 飲ん 夜 ふけ 意識 朦朧 する 中 言っ て 俺 アーティスト なり どうも きつい 人間 僕 YouTuber 自作 歌 歌っ たらしい きつい 人間,0
